"Plot Title: 110 Meter"
"#","Date Time, GMT-07:00","Temp, C","RH, %","Batt, V","Coupler Detached","Bad Battery","Good Battery","Coupler Attached","Host Connected","Stopped","End Of File"
52,05/06/10 04:21:15 AM,8.344,44.730,3.49,,,,,,,
53,05/06/10 04:21:40 AM,8.344,44.730,3.49,,,,,,,
54,05/06/10 04:22:05 AM,8.369,44.671,3.49,,,,,,,
55,05/06/10 04:22:30 AM,8.369,44.671,3.49,,,,,,,
56,05/06/10 04:22:55 AM,8.394,44.674,3.49,,,,,,,
57,05/06/10 04:23:20 AM,8.394,44.612,3.49,,,,,,,
58,05/06/10 04:23:45 AM,8.419,44.554,3.49,,,,,,,
59,05/06/10 04:24:10 AM,8.419,44.554,3.49,,,,,,,
60,05/06/10 04:24:35 AM,8.419,44.554,3.49,,,,,,,
61,05/06/10 04:25:00 AM,8.419,44.492,3.49,,,,,,,
62,05/06/10 04:25:25 AM,8.444,44.495,3.49,,,,,,,
63,05/06/10 04:25:50 AM,8.469,44.498,3.49,,,,,,,
64,05/06/10 04:26:15 AM,8.469,44.467,3.49,,,,,,,
65,05/06/10 04:26:40 AM,8.469,44.436,3.49,,,,,,,
66,05/06/10 04:27:05 AM,8.469,44.467,3.49,,,,,,,
67,05/06/10 04:27:30 AM,8.494,44.439,3.49,,,,,,,
68,05/06/10 04:27:55 AM,8.494,44.439,3.49,,,,,,,
69,05/06/10 04:28:20 AM,8.494,44.439,3.49,,,,,,,
70,05/06/10 04:28:45 AM,8.519,44.381,3.49,,,,,,,
71,05/06/10 04:29:10 AM,8.519,44.381,3.49,,,,,,,
72,05/06/10 04:29:35 AM,8.519,44.381,3.49,,,,,,,
73,05/06/10 04:30:00 AM,8.519,44.350,3.49,,,,,,,
74,05/06/10 04:30:25 AM,8.519,44.350,3.49,,,,,,,
75,05/06/10 04:30:50 AM,8.543,44.322,3.49,,,,,,,
76,05/06/10 04:31:15 AM,8.543,44.291,3.49,,,,,,,
77,05/06/10 04:31:40 AM,8.543,44.260,3.49,,,,,,,
78,05/06/10 04:32:05 AM,8.543,44.260,3.49,,,,,,,
79,05/06/10 04:32:30 AM,8.568,44.232,3.49,,,,,,,
80,05/06/10 04:32:55 AM,8.568,44.232,3.49,,,,,,,
81,05/06/10 04:33:20 AM,8.568,44.201,3.49,,,,,,,
82,05/06/10 04:33:45 AM,8.568,44.170,3.49,,,,,,,
83,05/06/10 04:34:10 AM,8.568,44.170,3.49,,,,,,,
84,05/06/10 04:34:35 AM,8.568,44.140,3.49,,,,,,,
85,05/06/10 04:35:00 AM,8.568,44.140,3.49,,,,,,,
86,05/06/10 04:35:25 AM,8.593,44.143,3.49,,,,,,,
87,05/06/10 04:35:50 AM,8.593,44.112,3.49,,,,,,,
88,05/06/10 04:36:15 AM,8.593,44.081,3.49,,,,,,,
89,05/06/10 04:36:40 AM,8.593,44.081,3.49,,,,,,,
90,05/06/10 04:37:05 AM,8.593,44.081,3.49,,,,,,,
91,05/06/10 04:37:30 AM,8.593,44.019,3.49,,,,,,,
92,05/06/10 04:37:55 AM,8.618,44.022,3.49,,,,,,,
93,05/06/10 04:38:20 AM,8.618,43.991,3.49,,,,,,,
94,05/06/10 04:38:45 AM,8.618,43.960,3.49,,,,,,,
95,05/06/10 04:39:10 AM,8.618,43.960,3.49,,,,,,,
96,05/06/10 04:39:35 AM,8.618,43.929,3.49,,,,,,,
97,05/06/10 04:40:00 AM,8.618,43.929,3.49,,,,,,,
98,05/06/10 04:40:25 AM,8.618,43.898,3.49,,,,,,,
99,05/06/10 04:40:50 AM,8.618,43.898,3.49,,,,,,,
100,05/06/10 04:41:15 AM,8.618,43.898,3.49,,,,,,,
101,05/06/10 04:41:40 AM,8.618,43.836,3.49,,,,,,,
102,05/06/10 04:42:05 AM,8.618,43.836,3.49,,,,,,,
103,05/06/10 04:42:30 AM,8.618,43.836,3.49,,,,,,,
104,05/06/10 04:42:55 AM,8.618,43.805,3.49,,,,,,,
105,05/06/10 04:43:20 AM,8.618,43.805,3.49,,,,,,,
106,05/06/10 04:43:45 AM,8.618,43.774,3.49,,,,,,,
107,05/06/10 04:44:10 AM,8.618,43.743,3.49,,,,,,,
108,05/06/10 04:44:35 AM,8.618,43.712,3.49,,,,,,,
109,05/06/10 04:45:00 AM,8.618,43.712,3.49,,,,,,,
110,05/06/10 04:45:25 AM,8.618,43.681,3.49,,,,,,,
111,05/06/10 04:45:50 AM,8.618,43.681,3.49,,,,,,,
112,05/06/10 04:46:15 AM,8.618,43.650,3.49,,,,,,,
113,05/06/10 04:46:40 AM,8.618,43.650,3.49,,,,,,,
114,05/06/10 04:47:05 AM,8.618,43.650,3.49,,,,,,,
115,05/06/10 04:47:30 AM,8.618,43.619,3.49,,,,,,,
116,05/06/10 04:47:55 AM,8.618,43.619,3.49,,,,,,,
117,05/06/10 04:48:20 AM,8.618,43.588,3.49,,,,,,,
118,05/06/10 04:48:45 AM,8.618,43.588,3.49,,,,,,,
119,05/06/10 04:49:10 AM,8.618,43.588,3.49,,,,,,,
120,05/06/10 04:49:35 AM,8.618,43.557,3.49,,,,,,,
121,05/06/10 04:50:00 AM,8.618,43.433,3.49,,,,,,,
122,05/06/10 04:50:25 AM,8.618,43.557,3.49,,,,,,,
123,05/06/10 04:50:50 AM,8.593,44.204,3.49,,,,,,,
124,05/06/10 04:51:15 AM,8.593,45.192,3.49,,,,,,,
125,05/06/10 04:51:40 AM,8.593,45.223,3.49,,,,,,,
126,05/06/10 04:52:05 AM,8.593,45.069,3.49,,,,,,,
127,05/06/10 04:52:30 AM,8.593,44.946,3.49,,,,,,,
128,05/06/10 04:52:55 AM,8.568,44.942,3.49,,,,,,,
129,05/06/10 04:53:20 AM,8.568,44.942,3.49,,,,,,,
130,05/06/10 04:53:45 AM,8.568,44.973,3.49,,,,,,,
131,05/06/10 04:54:10 AM,8.568,45.035,3.49,,,,,,,
132,05/06/10 04:54:35 AM,8.568,44.973,3.49,,,,,,,
133,05/06/10 04:55:00 AM,8.568,44.942,3.49,,,,,,,
134,05/06/10 04:55:25 AM,8.568,44.973,3.49,,,,,,,
135,05/06/10 04:55:50 AM,8.568,44.942,3.49,,,,,,,
136,05/06/10 04:56:15 AM,8.568,44.942,3.49,,,,,,,
137,05/06/10 04:56:40 AM,8.568,44.912,3.49,,,,,,,
138,05/06/10 04:57:05 AM,8.568,44.912,3.49,,,,,,,
139,05/06/10 04:57:30 AM,8.568,44.942,3.49,,,,,,,
140,05/06/10 04:57:55 AM,8.568,44.881,3.49,,,,,,,
141,05/06/10 04:58:20 AM,8.568,44.881,3.49,,,,,,,
142,05/06/10 04:58:45 AM,8.568,44.850,3.49,,,,,,,
143,05/06/10 04:59:10 AM,8.568,44.850,3.49,,,,,,,
144,05/06/10 04:59:35 AM,8.568,44.850,3.49,,,,,,,
145,05/06/10 05:00:00 AM,8.568,44.819,3.49,,,,,,,
146,05/06/10 05:00:25 AM,8.543,44.816,3.49,,,,,,,
147,05/06/10 05:00:50 AM,8.543,44.816,3.49,,,,,,,
148,05/06/10 05:01:15 AM,8.543,44.785,3.49,,,,,,,
149,05/06/10 05:01:40 AM,8.543,44.754,3.49,,,,,,,
150,05/06/10 05:02:05 AM,8.543,44.754,3.49,,,,,,,
151,05/06/10 05:02:30 AM,8.543,44.723,3.49,,,,,,,
152,05/06/10 05:02:55 AM,8.543,44.723,3.49,,,,,,,
153,05/06/10 05:03:20 AM,8.519,44.751,3.49,,,,,,,
154,05/06/10 05:03:45 AM,8.519,44.720,3.49,,,,,,,
155,05/06/10 05:04:10 AM,8.519,44.720,3.49,,,,,,,
156,05/06/10 05:04:35 AM,8.519,44.659,3.49,,,,,,,
157,05/06/10 05:05:00 AM,8.519,44.659,3.49,,,,,,,
158,05/06/10 05:05:25 AM,8.519,44.690,3.49,,,,,,,
159,05/06/10 05:05:50 AM,8.519,44.659,3.49,,,,,,,
160,05/06/10 05:06:15 AM,8.519,44.659,3.49,,,,,,,
161,05/06/10 05:06:40 AM,8.519,44.659,3.49,,,,,,,
162,05/06/10 05:07:05 AM,8.519,44.690,3.49,,,,,,,
163,05/06/10 05:07:30 AM,8.519,44.690,3.49,,,,,,,
164,05/06/10 05:07:55 AM,8.519,44.659,3.49,,,,,,,
165,05/06/10 05:08:20 AM,8.519,44.690,3.49,,,,,,,
166,05/06/10 05:08:45 AM,8.494,44.625,3.49,,,,,,,
167,05/06/10 05:09:10 AM,8.494,44.625,3.49,,,,,,,
168,05/06/10 05:09:35 AM,8.494,44.686,3.49,,,,,,,
169,05/06/10 05:10:00 AM,8.494,44.656,3.49,,,,,,,
170,05/06/10 05:10:25 AM,8.494,44.686,3.49,,,,,,,
171,05/06/10 05:10:50 AM,8.469,44.653,3.49,,,,,,,
172,05/06/10 05:11:15 AM,8.469,44.653,3.49,,,,,,,
173,05/06/10 05:11:40 AM,8.469,44.622,3.49,,,,,,,
174,05/06/10 05:12:05 AM,8.469,44.653,3.49,,,,,,,
175,05/06/10 05:12:30 AM,8.469,44.653,3.49,,,,,,,
176,05/06/10 05:12:55 AM,8.469,44.653,3.49,,,,,,,
177,05/06/10 05:13:20 AM,8.469,44.653,3.49,,,,,,,
178,05/06/10 05:13:45 AM,8.469,44.683,3.49,,,,,,,
179,05/06/10 05:14:10 AM,8.469,44.653,3.49,,,,,,,
180,05/06/10 05:14:35 AM,8.444,44.680,3.49,,,,,,,
181,05/06/10 05:15:00 AM,8.444,44.680,3.49,,,,,,,
182,05/06/10 05:15:25 AM,8.444,44.649,3.49,,,,,,,
183,05/06/10 05:15:50 AM,8.444,44.680,3.49,,,,,,,
184,05/06/10 05:16:15 AM,8.419,44.708,3.49,,,,,,,
185,05/06/10 05:16:40 AM,8.419,44.677,3.49,,,,,,,
186,05/06/10 05:17:05 AM,8.419,44.646,3.49,,,,,,,
187,05/06/10 05:17:30 AM,8.419,44.646,3.49,,,,,,,
188,05/06/10 05:17:55 AM,8.419,44.616,3.49,,,,,,,
189,05/06/10 05:18:20 AM,8.419,44.616,3.49,,,,,,,
190,05/06/10 05:18:45 AM,8.419,44.646,3.49,,,,,,,
191,05/06/10 05:19:10 AM,8.419,44.646,3.49,,,,,,,
192,05/06/10 05:19:35 AM,8.394,44.643,3.49,,,,,,,
193,05/06/10 05:20:00 AM,8.394,44.674,3.49,,,,,,,
194,05/06/10 05:20:25 AM,8.394,44.643,3.49,,,,,,,
195,05/06/10 05:20:50 AM,8.369,44.640,3.49,,,,,,,
196,05/06/10 05:21:15 AM,8.369,44.640,3.49,,,,,,,
197,05/06/10 05:21:40 AM,8.369,44.609,3.49,,,,,,,
198,05/06/10 05:22:05 AM,8.369,44.609,3.49,,,,,,,
199,05/06/10 05:22:30 AM,8.369,44.640,3.49,,,,,,,
200,05/06/10 05:22:55 AM,8.369,44.609,3.49,,,,,,,
201,05/06/10 05:23:20 AM,8.344,44.606,3.49,,,,,,,
202,05/06/10 05:23:45 AM,8.344,44.637,3.49,,,,,,,
203,05/06/10 05:24:10 AM,8.344,44.606,3.49,,,,,,,
204,05/06/10 05:24:35 AM,8.344,44.637,3.49,,,,,,,
205,05/06/10 05:25:00 AM,8.319,44.634,3.49,,,,,,,
206,05/06/10 05:25:25 AM,8.319,44.603,3.49,,,,,,,
207,05/06/10 05:25:50 AM,8.319,44.603,3.49,,,,,,,
208,05/06/10 05:26:15 AM,8.319,44.603,3.49,,,,,,,
209,05/06/10 05:26:40 AM,8.319,44.603,3.49,,,,,,,
210,05/06/10 05:27:05 AM,8.319,44.572,3.49,,,,,,,
211,05/06/10 05:27:30 AM,8.295,44.600,3.49,,,,,,,
212,05/06/10 05:27:55 AM,8.295,44.600,3.49,,,,,,,
213,05/06/10 05:28:20 AM,8.295,44.600,3.49,,,,,,,
214,05/06/10 05:28:45 AM,8.270,44.566,3.49,,,,,,,
215,05/06/10 05:29:10 AM,8.270,44.566,3.49,,,,,,,
216,05/06/10 05:29:35 AM,8.270,44.566,3.49,,,,,,,
217,05/06/10 05:30:00 AM,8.270,44.566,3.49,,,,,,,
218,05/06/10 05:30:25 AM,8.270,44.535,3.49,,,,,,,
219,05/06/10 05:30:50 AM,8.270,44.535,3.49,,,,,,,
220,05/06/10 05:31:15 AM,8.245,44.532,3.49,,,,,,,
221,05/06/10 05:31:40 AM,8.245,44.563,3.49,,,,,,,
222,05/06/10 05:32:05 AM,8.245,44.532,3.49,,,,,,,
223,05/06/10 05:32:30 AM,8.220,44.529,3.49,,,,,,,
224,05/06/10 05:32:55 AM,8.220,44.529,3.49,,,,,,,
225,05/06/10 05:33:20 AM,8.220,44.529,3.49,,,,,,,
226,05/06/10 05:33:45 AM,8.220,44.498,3.49,,,,,,,
227,05/06/10 05:34:10 AM,8.220,44.529,3.49,,,,,,,
228,05/06/10 05:34:35 AM,8.195,44.495,3.49,,,,,,,
229,05/06/10 05:35:00 AM,8.195,44.495,3.49,,,,,,,
230,05/06/10 05:35:25 AM,8.195,44.465,3.49,,,,,,,
231,05/06/10 05:35:50 AM,8.170,44.461,3.49,,,,,,,
232,05/06/10 05:36:15 AM,8.170,44.461,3.49,,,,,,,
233,05/06/10 05:36:40 AM,8.170,44.431,3.49,,,,,,,
234,05/06/10 05:37:05 AM,8.170,44.461,3.49,,,,,,,
235,05/06/10 05:37:30 AM,8.170,44.431,3.49,,,,,,,
236,05/06/10 05:37:55 AM,8.145,44.397,3.49,,,,,,,
237,05/06/10 05:38:20 AM,8.145,44.397,3.49,,,,,,,
238,05/06/10 05:38:45 AM,8.145,44.397,3.49,,,,,,,
239,05/06/10 05:39:10 AM,8.120,44.424,3.49,,,,,,,
240,05/06/10 05:39:35 AM,8.120,44.394,3.49,,,,,,,
241,05/06/10 05:40:00 AM,8.120,44.394,3.49,,,,,,,
242,05/06/10 05:40:25 AM,8.120,44.394,3.49,,,,,,,
243,05/06/10 05:40:50 AM,8.120,44.332,3.49,,,,,,,
244,05/06/10 05:41:15 AM,8.095,44.329,3.49,,,,,,,
245,05/06/10 05:41:40 AM,8.095,44.360,3.49,,,,,,,
246,05/06/10 05:42:05 AM,8.070,44.357,3.49,,,,,,,
247,05/06/10 05:42:30 AM,8.070,44.357,3.49,,,,,,,
248,05/06/10 05:42:55 AM,8.070,44.326,3.49,,,,,,,
249,05/06/10 05:43:20 AM,8.070,44.326,3.49,,,,,,,
250,05/06/10 05:43:45 AM,8.070,44.326,3.49,,,,,,,
251,05/06/10 05:44:10 AM,8.045,44.323,3.49,,,,,,,
252,05/06/10 05:44:35 AM,8.045,44.292,3.49,,,,,,,
253,05/06/10 05:45:00 AM,8.020,44.320,3.49,,,,,,,
254,05/06/10 05:45:25 AM,8.020,44.258,3.49,,,,,,,
255,05/06/10 05:45:50 AM,8.020,44.258,3.49,,,,,,,
256,05/06/10 05:46:15 AM,8.020,44.258,3.49,,,,,,,
257,05/06/10 05:46:40 AM,8.020,44.258,3.49,,,,,,,
258,05/06/10 05:47:05 AM,7.995,44.224,3.49,,,,,,,
259,05/06/10 05:47:30 AM,7.995,44.255,3.49,,,,,,,
260,05/06/10 05:47:55 AM,7.970,44.221,3.49,,,,,,,
261,05/06/10 05:48:20 AM,7.970,44.190,3.49,,,,,,,
262,05/06/10 05:48:45 AM,7.970,44.190,3.49,,,,,,,
263,05/06/10 05:49:10 AM,7.970,44.190,3.49,,,,,,,
264,05/06/10 05:49:35 AM,7.945,44.187,3.49,,,,,,,
265,05/06/10 05:50:00 AM,7.945,44.187,3.49,,,,,,,
266,05/06/10 05:50:25 AM,7.945,44.156,3.49,,,,,,,
267,05/06/10 05:50:50 AM,7.920,44.184,3.49,,,,,,,
268,05/06/10 05:51:15 AM,7.920,44.492,3.47,,,,,,,
269,05/06/10 05:51:40 AM,7.920,45.293,3.49,,,,,,,
270,05/06/10 05:52:05 AM,7.945,45.788,3.47,,,,,,,
271,05/06/10 05:52:30 AM,7.970,46.312,3.49,,,,,,,
272,05/06/10 05:52:55 AM,7.995,46.285,3.49,,,,,,,
273,05/06/10 05:53:20 AM,8.020,46.318,3.47,,,,,,,
274,05/06/10 05:53:45 AM,8.045,46.291,3.49,,,,,,,
275,05/06/10 05:54:10 AM,8.070,46.356,3.49,,,,,,,
276,05/06/10 05:54:35 AM,8.120,46.393,3.49,,,,,,,
277,05/06/10 05:55:00 AM,8.145,46.457,3.49,,,,,,,
278,05/06/10 05:55:25 AM,8.195,46.525,3.49,,,,,,,
279,05/06/10 05:55:50 AM,8.245,46.255,3.47,,,,,,,
280,05/06/10 05:56:15 AM,8.319,46.418,3.49,,,,,,,
281,05/06/10 05:56:40 AM,8.369,46.853,3.49,,,,,,,
282,05/06/10 05:57:05 AM,8.419,46.921,3.49,,,,,,,
283,05/06/10 05:57:30 AM,8.494,47.053,3.47,,,,,,,
284,05/06/10 05:57:55 AM,8.568,47.583,3.49,,,,,,,
285,05/06/10 05:58:20 AM,8.643,47.440,3.47,,,,,,,
286,05/06/10 05:58:45 AM,8.717,47.297,3.47,,,,,,,
287,05/06/10 05:59:10 AM,8.767,47.395,3.49,,,,,,,
288,05/06/10 05:59:35 AM,8.866,47.408,3.49,,,,,,,
289,05/06/10 06:00:00 AM,8.916,46.617,3.49,,,,,,,
290,05/06/10 06:00:25 AM,8.965,46.101,3.49,,,,,,,
291,05/06/10 06:00:50 AM,8.990,45.735,3.49,,,,,,,
292,05/06/10 06:01:15 AM,9.015,45.461,3.47,,,,,,,
293,05/06/10 06:01:40 AM,9.040,45.248,3.49,,,,,,,
294,05/06/10 06:02:05 AM,9.064,45.035,3.49,,,,,,,
295,05/06/10 06:02:30 AM,9.064,44.942,3.49,,,,,,,
296,05/06/10 06:02:55 AM,9.064,44.880,3.49,,,,,,,
297,05/06/10 06:03:20 AM,9.064,45.405,3.49,,,,,,,
298,05/06/10 06:03:45 AM,9.114,45.966,3.49,,,,,,,
299,05/06/10 06:04:10 AM,9.163,46.095,3.49,,,,,,,
300,05/06/10 06:04:35 AM,9.213,46.132,3.49,,,,,,,
301,05/06/10 06:05:00 AM,9.262,46.139,3.49,,,,,,,
302,05/06/10 06:05:25 AM,9.312,46.268,3.47,,,,,,,
303,05/06/10 06:05:50 AM,9.386,47.261,3.49,,,,,,,
304,05/06/10 06:06:15 AM,9.460,48.189,3.49,,,,,,,
305,05/06/10 06:06:40 AM,9.509,48.685,3.49,,,,,,,
306,05/06/10 06:07:05 AM,9.558,49.058,3.49,,,,,,,
307,05/06/10 06:07:30 AM,9.608,47.933,3.49,,,,,,,
308,05/06/10 06:07:55 AM,9.682,47.698,3.47,,,,,,,
309,05/06/10 06:08:20 AM,9.756,47.769,3.49,,,,,,,
310,05/06/10 06:08:45 AM,9.805,47.775,3.49,,,,,,,
311,05/06/10 06:09:10 AM,9.879,47.386,3.49,,,,,,,
312,05/06/10 06:09:35 AM,9.952,47.304,3.49,,,,,,,
313,05/06/10 06:10:00 AM,10.026,46.852,3.49,,,,,,,
314,05/06/10 06:10:25 AM,10.100,47.353,3.49,,,,,,,
315,05/06/10 06:10:50 AM,10.149,48.188,3.49,,,,,,,
316,05/06/10 06:11:15 AM,10.222,49.483,3.49,,,,,,,
317,05/06/10 06:11:40 AM,10.296,50.377,3.47,,,,,,,
318,05/06/10 06:12:05 AM,10.296,48.422,3.45,,,,,,,
319,05/06/10 06:12:30 AM,10.222,47.246,3.45,,,,,,,
320,05/06/10 06:12:55 AM,10.149,45.942,3.45,,,,,,,
321,05/06/10 06:13:20 AM,10.075,45.686,3.45,,,,,,,
322,05/06/10 06:13:45 AM,10.001,46.109,3.45,,,,,,,
323,05/06/10 06:14:10 AM,9.928,45.976,3.45,,,,,,,
324,05/06/10 06:14:35 AM,9.854,45.905,3.45,,,,,,,
325,05/06/10 06:15:00 AM,9.756,45.831,3.45,,,,,,,
326,05/06/10 06:15:25 AM,9.682,46.253,3.45,,,,,,,
327,05/06/10 06:15:50 AM,9.608,46.059,3.45,,,,,,,
328,05/06/10 06:16:15 AM,9.509,46.416,3.45,,,,,,,
329,05/06/10 06:16:40 AM,9.435,47.114,3.45,,,,,,,
330,05/06/10 06:17:05 AM,9.361,47.319,3.45,,,,,,,
331,05/06/10 06:17:30 AM,9.287,47.891,3.45,,,,,,,
332,05/06/10 06:17:55 AM,9.213,48.218,3.45,,,,,,,
333,05/06/10 06:18:20 AM,9.114,47.991,3.45,,,,,,,
334,05/06/10 06:18:45 AM,9.040,48.226,3.45,,,,,,,
335,05/06/10 06:19:10 AM,8.965,48.643,3.45,,,,,,,
336,05/06/10 06:19:35 AM,8.866,49.300,3.45,,,,,,,
337,05/06/10 06:20:00 AM,8.792,49.502,3.45,,,,,,,
338,05/06/10 06:20:25 AM,8.717,49.735,3.45,,,,,,,
339,05/06/10 06:20:50 AM,8.643,50.089,3.45,,,,,,,
340,05/06/10 06:21:15 AM,8.568,50.382,3.45,,,,,,,
341,05/06/10 06:21:40 AM,8.469,50.791,3.45,,,,,,,
342,05/06/10 06:22:05 AM,8.394,51.324,3.45,,,,,,,
343,05/06/10 06:22:30 AM,8.319,51.796,3.45,,,,,,,
344,05/06/10 06:22:55 AM,8.245,52.026,3.45,,,,,,,
345,05/06/10 06:23:20 AM,8.170,51.895,3.45,,,,,,,
346,05/06/10 06:23:45 AM,8.070,51.760,3.45,,,,,,,
347,05/06/10 06:24:10 AM,8.020,52.234,3.45,,,,,,,
348,05/06/10 06:24:35 AM,7.920,52.790,3.45,,,,,,,
349,05/06/10 06:25:00 AM,7.870,53.052,3.45,,,,,,,
350,05/06/10 06:25:25 AM,7.770,53.157,3.45,,,,,,,
351,05/06/10 06:25:50 AM,7.720,53.538,3.45,,,,,,,
352,05/06/10 06:26:15 AM,7.645,54.093,3.45,,,,,,,
353,05/06/10 06:26:40 AM,7.569,54.529,3.45,,,,,,,
354,05/06/10 06:27:05 AM,7.519,54.729,3.45,,,,,,,
355,05/06/10 06:27:30 AM,7.444,54.837,3.45,,,,,,,
356,05/06/10 06:27:55 AM,7.368,55.181,3.45,,,,,,,
357,05/06/10 06:28:20 AM,7.318,55.588,3.45,,,,,,,
358,05/06/10 06:28:45 AM,7.242,55.873,3.45,,,,,,,
359,05/06/10 06:29:10 AM,7.192,55.983,3.45,,,,,,,
360,05/06/10 06:29:35 AM,7.142,55.887,3.45,,,,,,,
361,05/06/10 06:30:00 AM,7.066,55.461,3.45,,,,,,,
362,05/06/10 06:30:25 AM,7.015,55.779,3.45,,,,,,,
363,05/06/10 06:30:50 AM,6.965,56.597,3.45,,,,,,,
364,05/06/10 06:31:15 AM,6.889,57.086,3.45,,,,,,,
365,05/06/10 06:31:40 AM,6.864,59.102,3.45,,,,,,,
366,05/06/10 06:32:05 AM,6.864,61.715,3.45,,,,,,,
367,05/06/10 06:32:30 AM,6.864,62.839,3.45,,,,,,,
368,05/06/10 06:32:55 AM,6.864,64.387,3.45,,,,,,,
369,05/06/10 06:33:20 AM,6.864,64.616,3.45,,,,,,,
370,05/06/10 06:33:45 AM,6.864,63.442,3.45,,,,,,,
371,05/06/10 06:34:10 AM,6.864,63.901,3.45,,,,,,,
372,05/06/10 06:34:35 AM,6.914,66.135,3.45,,,,,,,
373,05/06/10 06:35:00 AM,6.965,67.758,3.45,,,,,,,
374,05/06/10 06:35:25 AM,7.015,68.162,3.45,,,,,,,
375,05/06/10 06:35:50 AM,7.066,68.509,3.45,,,,,,,
376,05/06/10 06:36:15 AM,7.066,68.875,3.45,,,,,,,
377,05/06/10 06:36:40 AM,7.116,68.913,3.45,,,,,,,
378,05/06/10 06:37:05 AM,7.142,68.889,3.45,,,,,,,
379,05/06/10 06:37:30 AM,7.167,68.782,3.45,,,,,,,
380,05/06/10 06:37:55 AM,7.192,64.874,3.01,,Logged,,,,,
381,05/06/10 06:38:20 AM,7.167,60.926,3.03,,,,,,,
382,05/06/10 06:38:45 AM,7.142,59.206,3.04,,,,,,,
383,05/06/10 06:39:10 AM,7.091,58.115,3.04,,,,,,,
