"Plot Title: 2373801"
"#","Date Time, GMT-07:00","Temp, C","RH, %","Batt, V","Bad Battery","Coupler Detached","Good Battery","Coupler Attached","Host Connected","Stopped","End Of File"
66,05/06/10 09:25:00 AM,9.805,29.096,3.26,,,,,,,
67,05/06/10 09:30:00 AM,9.829,30.981,3.27,,,,,,,
68,05/06/10 09:35:00 AM,10.051,30.093,3.26,,,,,,,
69,05/06/10 09:40:00 AM,10.271,28.809,3.27,,,,,,,
70,05/06/10 09:45:00 AM,10.443,29.638,3.27,,,,,,,
71,05/06/10 09:50:00 AM,10.541,27.261,3.27,,,,,,,
72,05/06/10 09:55:00 AM,10.638,29.362,3.27,,,,,,,
73,05/06/10 10:00:00 AM,10.761,29.861,3.27,,,,,,,
74,05/06/10 10:05:00 AM,11.029,26.971,3.27,,,,,,,
75,05/06/10 10:10:00 AM,11.346,25.678,3.27,,,,,,,
76,05/06/10 10:15:00 AM,11.613,24.838,3.27,,,,,,,
77,05/06/10 10:20:00 AM,11.807,23.790,3.27,,,,,,,
78,05/06/10 10:25:00 AM,11.904,24.262,3.29,,,Logged,,,,
79,05/06/10 10:30:00 AM,12.074,23.942,3.29,,,,,,,
80,05/06/10 10:35:00 AM,12.364,25.821,3.29,,,,,,,
81,05/06/10 10:40:00 AM,12.364,26.350,3.29,,,,,,,
82,05/06/10 10:45:00 AM,12.534,22.841,3.29,,,,,,,
83,05/06/10 10:50:00 AM,12.727,23.054,3.29,,,,,,,
84,05/06/10 10:55:00 AM,12.847,23.063,3.29,,,,,,,
85,05/06/10 11:00:00 AM,13.112,21.473,3.29,,,,,,,
86,05/06/10 11:05:00 AM,13.594,23.448,3.29,,,,,,,
87,05/06/10 11:10:00 AM,14.026,21.868,3.31,,,,,,,
88,05/06/10 11:15:00 AM,14.314,22.089,3.31,,,,,,,
89,05/06/10 11:20:00 AM,14.505,21.159,3.31,,,,,,,
90,05/06/10 11:25:00 AM,14.433,23.406,3.31,,,,,,,
91,05/06/10 11:30:00 AM,14.864,20.167,3.31,,,,,,,
92,05/06/10 11:35:00 AM,14.960,20.782,3.31,,,,,,,
93,05/06/10 11:40:00 AM,15.008,19.227,3.31,,,,,,,
94,05/06/10 11:45:00 AM,14.960,20.309,3.32,,,,,,,
95,05/06/10 11:50:00 AM,15.008,22.000,3.32,,,,,,,
96,05/06/10 11:55:00 AM,14.984,19.971,3.32,,,,,,,
97,05/06/10 12:00:00 PM,15.103,19.165,3.32,,,,,,,
98,05/06/10 12:05:00 PM,15.223,18.253,3.32,,,,,,,
99,05/06/10 12:10:00 PM,15.318,19.313,3.32,,,,,,,
100,05/06/10 12:15:00 PM,15.342,21.414,3.32,,,,,,,
101,05/06/10 12:20:00 PM,15.438,19.728,3.32,,,,,,,
102,05/06/10 12:25:00 PM,15.533,21.359,3.32,,,,,,,
103,05/06/10 12:30:00 PM,15.676,17.767,3.32,,,,,,,
104,05/06/10 12:35:00 PM,15.748,17.498,3.32,,,,,,,
105,05/06/10 12:40:00 PM,15.724,20.728,3.32,,,,,,,
106,05/06/10 12:45:00 PM,15.891,18.598,3.32,,,,,,,
107,05/06/10 12:50:00 PM,16.153,21.805,3.32,,,,,,,
108,05/06/10 12:55:00 PM,16.415,17.671,3.32,,,,,,,
109,05/06/10 01:00:00 PM,16.558,18.841,3.32,,,,,,,
110,05/06/10 01:05:00 PM,16.558,16.651,3.32,,,,,,,
111,05/06/10 01:10:00 PM,16.701,15.765,3.32,,,,,,,
112,05/06/10 01:15:00 PM,16.796,15.391,3.32,,,,,,,
113,05/06/10 01:20:00 PM,16.796,20.897,3.32,,,,,,,
114,05/06/10 01:25:00 PM,17.011,15.436,3.32,,,,,,,
115,05/06/10 01:30:00 PM,17.177,17.576,3.32,,,,,,,
116,05/06/10 01:35:00 PM,17.296,17.034,3.32,,,,,,,
117,05/06/10 01:40:00 PM,17.391,14.764,3.34,,,,,,,
118,05/06/10 01:45:00 PM,17.510,16.839,3.32,,,,,,,
119,05/06/10 01:50:00 PM,17.605,16.637,3.34,,,,,,,
120,05/06/10 01:55:00 PM,17.605,13.944,3.34,,,,,,,
121,05/06/10 02:00:00 PM,17.724,21.363,3.34,,,,,,,
122,05/06/10 02:05:00 PM,17.772,23.061,3.34,,,,,,,
123,05/06/10 02:10:00 PM,17.463,23.783,3.34,,,,,,,
124,05/06/10 02:15:00 PM,17.463,24.592,3.36,,,,,,,
125,05/06/10 02:20:00 PM,17.510,24.730,3.38,,,,,,,
126,05/06/10 02:25:00 PM,17.558,23.790,3.38,,,,,,,
127,05/06/10 02:30:00 PM,17.605,24.333,3.38,,,,,,,
128,05/06/10 02:35:00 PM,17.605,23.084,3.38,,,,,,,
129,05/06/10 02:40:00 PM,17.463,23.986,3.38,,,,,,,
130,05/06/10 02:45:00 PM,17.748,25.755,3.38,,,,,,,
131,05/06/10 02:50:00 PM,17.867,24.149,3.38,,,,,,,
132,05/06/10 02:55:00 PM,17.677,26.555,3.38,,,,,,,
133,05/06/10 03:00:00 PM,17.724,24.813,3.38,,,,,,,
134,05/06/10 03:05:00 PM,17.772,26.093,3.38,,,,,,,
135,05/06/10 03:10:00 PM,17.605,25.006,3.38,,,,,,,
136,05/06/10 03:15:00 PM,17.439,26.068,3.38,,,,,,,
137,05/06/10 03:20:00 PM,17.344,27.532,3.38,,,,,,,
138,05/06/10 03:25:00 PM,17.439,28.039,3.38,,,,,,,
139,05/06/10 03:30:00 PM,17.439,24.859,3.38,,,,,,,
140,05/06/10 03:35:00 PM,17.510,24.999,3.38,,,,,,,
141,05/06/10 03:40:00 PM,17.439,25.061,3.38,,,,,,,
142,05/06/10 03:45:00 PM,17.320,24.548,3.36,,,,,,,
143,05/06/10 03:50:00 PM,17.177,23.393,3.36,,,,,,,
144,05/06/10 03:55:00 PM,17.034,25.099,3.36,,,,,,,
145,05/06/10 04:00:00 PM,16.892,25.290,3.34,,,,,,,
146,05/06/10 04:05:00 PM,16.844,25.085,3.34,,,,,,,
147,05/06/10 04:10:00 PM,16.796,24.544,3.34,,,,,,,
148,05/06/10 04:15:00 PM,16.773,23.938,3.34,,,,,,,
149,05/06/10 04:20:00 PM,16.749,24.205,3.32,,,,,,,
150,05/06/10 04:25:00 PM,16.654,23.660,3.32,,,,,,,
151,05/06/10 04:30:00 PM,16.654,25.339,3.32,,,,,,,
152,05/06/10 04:35:00 PM,16.630,24.801,3.32,,,,,,,
153,05/06/10 04:40:00 PM,16.558,23.855,3.32,,,,,,,
154,05/06/10 04:45:00 PM,16.534,24.828,3.31,,,,,,,
155,05/06/10 04:50:00 PM,16.487,25.662,3.31,,,,,,,
156,05/06/10 04:55:00 PM,16.582,23.183,3.31,,,,,,,
157,05/06/10 05:00:00 PM,16.487,26.197,3.31,,,,,,,
158,05/06/10 05:05:00 PM,16.534,26.000,3.31,,,,,,,
159,05/06/10 05:10:00 PM,16.487,29.457,3.31,,,,,,,
160,05/06/10 05:15:00 PM,16.558,23.047,3.31,,,,,,,
161,05/06/10 05:20:00 PM,16.558,22.912,3.31,,,,,,,
162,05/06/10 05:25:00 PM,16.701,24.403,3.31,,,,,,,
163,05/06/10 05:30:00 PM,16.654,22.648,3.31,,,,,,,
164,05/06/10 05:35:00 PM,16.654,24.064,3.31,,,,,,,
165,05/06/10 05:40:00 PM,16.511,23.145,3.31,,,,,,,
166,05/06/10 05:45:00 PM,16.415,23.711,3.31,,,,,,,
167,05/06/10 05:50:00 PM,16.368,21.751,3.31,,,,,,,
168,05/06/10 05:55:00 PM,16.368,21.141,3.31,,,,,,,
169,05/06/10 06:00:00 PM,16.392,20.668,3.31,,,,,,,
170,05/06/10 06:05:00 PM,16.392,22.192,3.31,,,,,,,
171,05/06/10 06:10:00 PM,16.320,20.935,3.31,,,,,,,
172,05/06/10 06:15:00 PM,16.129,23.422,3.31,,,,,,,
173,05/06/10 06:20:00 PM,16.153,23.894,3.31,,,,,,,
174,05/06/10 06:25:00 PM,16.082,22.745,3.31,,,,,,,
175,05/06/10 06:30:00 PM,16.010,23.414,3.31,,,,,,,
176,05/06/10 06:35:00 PM,15.915,22.734,3.31,,,,,,,
177,05/06/10 06:40:00 PM,15.843,21.920,3.31,,,,,,,
178,05/06/10 06:45:00 PM,15.819,21.850,3.31,,,,,,,
179,05/06/10 06:50:00 PM,15.867,21.989,3.31,,,,,,,
180,05/06/10 06:55:00 PM,15.843,21.784,3.31,,,,,,,
181,05/06/10 07:00:00 PM,15.796,29.960,3.31,,,,,,,
182,05/06/10 07:05:00 PM,15.557,33.058,3.31,,,,,,,
183,05/06/10 07:10:00 PM,15.223,29.186,3.31,,,,,,,
184,05/06/10 07:15:00 PM,14.792,33.900,3.31,,,,,,,
185,05/06/10 07:20:00 PM,14.625,30.519,3.29,,,,,,,
186,05/06/10 07:25:00 PM,14.098,30.375,3.29,,,,,,,
187,05/06/10 07:30:00 PM,13.618,33.400,3.29,,,,,,,
188,05/06/10 07:35:00 PM,13.329,35.990,3.29,,,,,,,
189,05/06/10 07:40:00 PM,12.968,34.827,3.29,,,,,,,
190,05/06/10 07:45:00 PM,12.799,38.721,3.29,,,,,,,
191,05/06/10 07:50:00 PM,12.485,39.959,3.27,,,,,,,
192,05/06/10 07:55:00 PM,12.171,41.410,3.27,,,,,,,
193,05/06/10 08:00:00 PM,12.050,42.214,3.27,,,,,,,
194,05/06/10 08:05:00 PM,11.734,43.150,3.27,,,,,,,
195,05/06/10 08:10:00 PM,11.613,44.323,3.27,,,,,,,
196,05/06/10 08:15:00 PM,11.443,46.322,3.27,,,,,,,
197,05/06/10 08:20:00 PM,11.175,48.385,3.27,,,,,,,
198,05/06/10 08:25:00 PM,10.956,48.203,3.27,,,,,,,
199,05/06/10 08:30:00 PM,10.761,48.361,3.26,,,,,,,
200,05/06/10 08:35:00 PM,10.565,50.505,3.26,,,,,,,
201,05/06/10 08:40:00 PM,10.394,52.755,3.26,,,,,,,
202,05/06/10 08:45:00 PM,10.247,50.766,3.26,,,,,,,
203,05/06/10 08:50:00 PM,10.075,51.864,3.26,,,,,,,
204,05/06/10 08:55:00 PM,9.829,53.998,3.26,,,,,,,
205,05/06/10 09:00:00 PM,9.657,54.272,3.26,,,,,,,
206,05/06/10 09:05:00 PM,9.583,54.201,3.26,,,,,,,
207,05/06/10 09:10:00 PM,9.361,54.169,3.26,,,,,,,
208,05/06/10 09:15:00 PM,9.213,56.323,3.26,,,,,,,
209,05/06/10 09:20:00 PM,9.089,57.371,3.26,,,,,,,
210,05/06/10 09:25:00 PM,9.040,58.072,3.26,,,,,,,
211,05/06/10 09:30:00 PM,8.916,60.781,3.24,,,,,,,
212,05/06/10 09:35:00 PM,8.742,58.908,3.24,,,,,,,
213,05/06/10 09:40:00 PM,8.668,61.701,3.24,,,,,,,
214,05/06/10 09:45:00 PM,8.593,60.786,3.24,,,,,,,
215,05/06/10 09:50:00 PM,8.469,60.940,3.24,,,,,,,
216,05/06/10 09:55:00 PM,8.295,62.739,3.24,,,,,,,
217,05/06/10 10:00:00 PM,8.195,60.866,3.24,,,,,,,
218,05/06/10 10:05:00 PM,8.120,65.698,3.24,,,,,,,
219,05/06/10 10:10:00 PM,7.995,66.417,3.24,,,,,,,
220,05/06/10 10:15:00 PM,7.795,63.374,3.24,,,,,,,
221,05/06/10 10:20:00 PM,7.695,67.809,3.24,,,,,,,
222,05/06/10 10:25:00 PM,7.594,66.628,3.24,,,,,,,
223,05/06/10 10:30:00 PM,7.469,68.190,3.24,,,,,,,
224,05/06/10 10:35:00 PM,7.368,66.302,3.24,,,,,,,
225,05/06/10 10:40:00 PM,7.217,67.126,3.24,,,,,,,
226,05/06/10 10:45:00 PM,7.142,68.580,3.24,,,,,,,
227,05/06/10 10:50:00 PM,7.015,69.146,3.24,,,,,,,
228,05/06/10 10:55:00 PM,6.914,69.267,3.24,,,,,,,
229,05/06/10 11:00:00 PM,6.839,68.944,3.24,,,,,,,
230,05/06/10 11:05:00 PM,6.661,69.443,3.24,,,,,,,
231,05/06/10 11:10:00 PM,6.535,70.647,3.24,,,,,,,
232,05/06/10 11:15:00 PM,6.408,70.400,3.24,,,,,,,
233,05/06/10 11:20:00 PM,6.306,71.270,3.22,,,,,,,
234,05/06/10 11:25:00 PM,6.204,70.916,3.24,,,,,,,
235,05/06/10 11:30:00 PM,6.128,71.013,3.24,,,,,,,
236,05/06/10 11:35:00 PM,6.102,72.805,3.22,,,,,,,
237,05/06/10 11:40:00 PM,5.949,72.802,3.22,,,,,,,
238,05/06/10 11:45:00 PM,5.847,74.373,3.22,,,,,,,
239,05/06/10 11:50:00 PM,5.770,75.012,3.22,,,,,,,
240,05/06/10 11:55:00 PM,5.668,75.182,3.22,,,,,,,
241,05/07/10 12:00:00 AM,5.539,75.726,3.22,,,,,,,
242,05/07/10 12:05:00 AM,5.360,76.014,3.22,,,,,,,
243,05/07/10 12:10:00 AM,5.257,76.776,3.22,,,,,,,
244,05/07/10 12:15:00 AM,5.179,77.272,3.22,,,,,,,
245,05/07/10 12:20:00 AM,5.050,77.406,3.22,,,,,,,
246,05/07/10 12:25:00 AM,4.973,78.141,3.22,,,,,,,
247,05/07/10 12:30:00 AM,4.895,78.446,3.22,,,,,,,
248,05/07/10 12:35:00 AM,4.844,78.381,3.22,,,,,,,
249,05/07/10 12:40:00 AM,4.740,77.608,3.22,,,,,,,
250,05/07/10 12:45:00 AM,4.662,76.892,3.22,,,,,,,
251,05/07/10 12:50:00 AM,4.610,78.009,3.22,,,,,,,
252,05/07/10 12:55:00 AM,4.610,79.158,3.22,,,,,,,
253,05/07/10 01:00:00 AM,4.558,79.546,3.22,,,,,,,
254,05/07/10 01:05:00 AM,4.428,80.021,3.22,,,,,,,
255,05/07/10 01:10:00 AM,4.298,80.918,3.22,,,,,,,
256,05/07/10 01:15:00 AM,4.246,82.170,3.22,,,,,,,
257,05/07/10 01:20:00 AM,4.141,81.647,3.22,,,,,,,
258,05/07/10 01:25:00 AM,3.985,82.477,3.22,,,,,,,
259,05/07/10 01:30:00 AM,3.880,82.269,3.22,,,,,,,
260,05/07/10 01:35:00 AM,3.827,82.388,3.22,,,,,,,
261,05/07/10 01:40:00 AM,3.749,83.960,3.22,,,,,,,
262,05/07/10 01:45:00 AM,3.670,83.343,3.22,,,,,,,
263,05/07/10 01:50:00 AM,3.617,83.227,3.22,,,,,,,
264,05/07/10 01:55:00 AM,3.591,83.949,3.22,,,,,,,
265,05/07/10 02:00:00 AM,3.564,84.513,3.22,,,,,,,
266,05/07/10 02:05:00 AM,3.485,84.908,3.22,,,,,,,
267,05/07/10 02:10:00 AM,3.406,84.966,3.22,,,,,,,
268,05/07/10 02:15:00 AM,3.301,85.482,3.22,,,,,,,
269,05/07/10 02:20:00 AM,3.221,85.823,3.22,,,,,,,
270,05/07/10 02:25:00 AM,3.116,85.720,3.22,,,,,,,
271,05/07/10 02:30:00 AM,3.063,86.400,3.22,,,,,,,
272,05/07/10 02:35:00 AM,2.983,86.176,3.22,,,,,,,
273,05/07/10 02:40:00 AM,2.903,86.821,3.22,,,,,,,
274,05/07/10 02:45:00 AM,2.850,87.420,3.22,,,,,,,
275,05/07/10 02:50:00 AM,2.797,86.437,3.22,,,,,,,
276,05/07/10 02:55:00 AM,2.797,86.846,3.22,,,,,,,
277,05/07/10 03:00:00 AM,2.717,87.030,3.22,,,,,,,
278,05/07/10 03:05:00 AM,2.637,87.494,3.22,,,,,,,
279,05/07/10 03:10:00 AM,2.557,87.601,3.22,,,,,,,
280,05/07/10 03:15:00 AM,2.503,87.740,3.22,,,,,,,
281,05/07/10 03:20:00 AM,2.423,88.100,3.22,,,,,,,
282,05/07/10 03:25:00 AM,2.289,87.712,3.22,,,,,,,
283,05/07/10 03:30:00 AM,2.236,88.306,3.22,,,,,,,
284,05/07/10 03:35:00 AM,2.262,87.984,3.22,,,,,,,
285,05/07/10 03:40:00 AM,2.209,88.046,3.22,,,,,,,
286,05/07/10 03:45:00 AM,2.182,88.671,3.22,,,,,,,
287,05/07/10 03:50:00 AM,2.182,88.822,3.22,,,,,,,
288,05/07/10 03:55:00 AM,2.128,88.153,3.22,,,,,,,
289,05/07/10 04:00:00 AM,2.021,89.084,3.22,,,,,,,
290,05/07/10 04:05:00 AM,1.967,88.969,3.22,,,,,,,
291,05/07/10 04:10:00 AM,1.886,89.577,3.22,,,,,,,
292,05/07/10 04:15:00 AM,1.859,89.695,3.22,,,,,,,
293,05/07/10 04:20:00 AM,1.805,89.706,3.22,,,,,,,
294,05/07/10 04:25:00 AM,1.724,90.061,3.22,,,,,,,
295,05/07/10 04:30:00 AM,1.697,90.203,3.22,,,,,,,
296,05/07/10 04:35:00 AM,1.697,90.253,3.22,,,,,,,
297,05/07/10 04:40:00 AM,1.615,90.183,3.22,,,,,,,
298,05/07/10 04:45:00 AM,1.534,90.710,3.22,,,,,,,
299,05/07/10 04:50:00 AM,1.561,90.194,3.22,,,,,,,
300,05/07/10 04:55:00 AM,1.534,90.436,3.22,,,,,,,
301,05/07/10 05:00:00 AM,1.480,90.746,3.22,,,,,,,
302,05/07/10 05:05:00 AM,1.398,90.625,3.22,,,,,,,
303,05/07/10 05:10:00 AM,1.344,90.909,3.22,,,,,,,
304,05/07/10 05:15:00 AM,1.262,90.987,3.21,,,,,,,
305,05/07/10 05:20:00 AM,1.208,91.270,3.22,,,,,,,
306,05/07/10 05:25:00 AM,1.153,91.083,3.22,,,,,,,
307,05/07/10 05:30:00 AM,1.099,91.068,3.22,,,,,,,
308,05/07/10 05:35:00 AM,1.099,91.440,3.22,,,,,,,
309,05/07/10 05:40:00 AM,1.071,91.631,3.22,,,,,,,
310,05/07/10 05:45:00 AM,1.017,91.517,3.21,,,,,,,
311,05/07/10 05:50:00 AM,1.017,91.517,3.21,,,,,,,
312,05/07/10 05:55:00 AM,0.962,91.602,3.21,,,,,,,
313,05/07/10 06:00:00 AM,0.880,91.728,3.21,,,,,,,
314,05/07/10 06:05:00 AM,0.852,91.869,3.21,,,,,,,
315,05/07/10 06:10:00 AM,0.825,92.158,3.21,,,,,,,
316,05/07/10 06:15:00 AM,0.797,91.756,3.21,,,,,,,
317,05/07/10 06:20:00 AM,0.770,91.946,3.21,,,,,,,
318,05/07/10 06:25:00 AM,0.715,92.571,3.21,,,,,,,
319,05/07/10 06:30:00 AM,0.715,92.865,3.21,,,,,,,
320,05/07/10 06:35:00 AM,0.715,92.522,3.21,,,,,,,
321,05/07/10 06:40:00 AM,0.715,92.939,3.21,,,,,,,
322,05/07/10 06:45:00 AM,0.687,92.711,3.21,,,,,,,
323,05/07/10 06:50:00 AM,0.660,92.605,3.21,,,,,,,
324,05/07/10 06:55:00 AM,0.687,92.907,3.21,,,,,,,
325,05/07/10 07:00:00 AM,0.715,92.816,3.21,,,,,,,
326,05/07/10 07:05:00 AM,0.687,92.514,3.21,,,,,,,
327,05/07/10 07:10:00 AM,0.660,93.193,3.21,,,,,,,
328,05/07/10 07:15:00 AM,0.715,92.571,3.21,,,,,,,
329,05/07/10 07:20:00 AM,0.770,93.125,3.21,,,,,,,
330,05/07/10 07:25:00 AM,0.880,93.007,3.21,,,,,,,
331,05/07/10 07:30:00 AM,0.907,92.843,3.21,,,,,,,
332,05/07/10 07:35:00 AM,1.017,92.946,3.22,,,,,,,
333,05/07/10 07:40:00 AM,1.180,93.235,3.22,,,,,,,
334,05/07/10 07:45:00 AM,1.371,93.090,3.22,,,,,,,
335,05/07/10 07:50:00 AM,1.588,92.507,3.22,,,,,,,
336,05/07/10 07:55:00 AM,1.859,89.595,3.22,,,,,,,
337,05/07/10 08:00:00 AM,2.155,88.992,3.22,,,,,,,
338,05/07/10 08:05:00 AM,2.370,88.365,3.22,,,,,,,
339,05/07/10 08:10:00 AM,2.664,87.170,3.22,,,,,,,
340,05/07/10 08:15:00 AM,2.930,86.086,3.22,,,,,,,
341,05/07/10 08:20:00 AM,3.195,85.148,3.22,,,,,,,
342,05/07/10 08:25:00 AM,3.538,84.040,3.22,,,,,,,
343,05/07/10 08:30:00 AM,3.827,82.493,3.22,,,,,,,
344,05/07/10 08:35:00 AM,4.194,80.445,3.22,,,,,,,
345,05/07/10 08:40:00 AM,4.558,79.519,3.22,,,,,,,
346,05/07/10 08:45:00 AM,4.921,78.318,3.22,,,,,,,
347,05/07/10 08:50:00 AM,5.282,77.537,3.22,,,,,,,
348,05/07/10 08:55:00 AM,5.719,74.018,3.22,,,,,,,
349,05/07/10 09:00:00 AM,6.128,73.334,3.24,,,,,,,
350,05/07/10 09:05:00 AM,6.560,72.345,3.24,,,,,,,
351,05/07/10 09:10:00 AM,6.965,68.406,3.24,,,,,,,
352,05/07/10 09:15:00 AM,7.419,66.226,3.24,,,,,,,
353,05/07/10 09:20:00 AM,7.845,63.037,3.24,,,,,,,
354,05/07/10 09:25:00 AM,8.270,61.605,3.24,,,,,,,
355,05/07/10 09:30:00 AM,8.618,59.885,3.24,,,,,,,
356,05/07/10 09:35:00 AM,8.965,58.149,3.24,,,,,,,
357,05/07/10 09:40:00 AM,9.361,57.651,3.24,,,,,,,
358,05/07/10 09:45:00 AM,9.731,56.611,3.26,,,,,,,
359,05/07/10 09:50:00 AM,10.051,54.660,3.26,,,,,,,
360,05/07/10 09:55:00 AM,10.443,51.734,3.26,,,,,,,
361,05/07/10 10:00:00 AM,10.687,50.126,3.26,,,,,,,
362,05/07/10 10:05:00 AM,10.956,48.939,3.26,,,,,,,
363,05/07/10 10:07:47 AM,,,,,,,Logged,,,
364,05/07/10 10:07:56 AM,,,,,,,,Logged,,
365,05/07/10 10:08:40 AM,,,,,Logged,,,,,
366,05/07/10 10:10:00 AM,11.613,46.808,3.29,,,,,,,
367,05/07/10 10:15:00 AM,11.807,47.111,3.27,,,,,,,
368,05/07/10 10:20:00 AM,11.904,45.915,3.27,,,,,,,
369,05/07/10 10:25:00 AM,12.098,46.219,3.27,,,,,,,
370,05/07/10 10:30:00 AM,12.413,46.352,3.27,,,,,,,
371,05/07/10 10:35:00 AM,12.630,47.465,3.29,,,,,,,
372,05/07/10 10:40:00 AM,12.896,46.941,3.29,,,,,,,
373,05/07/10 10:45:00 AM,13.161,43.508,3.29,,,,,,,
374,05/07/10 10:50:00 AM,13.497,42.351,3.29,,,,,,,
375,05/07/10 10:55:00 AM,13.738,42.946,3.29,,,,,,,
376,05/07/10 11:00:00 AM,13.882,40.208,3.29,,,,,,,
377,05/07/10 11:05:00 AM,14.361,35.188,3.29,,,,,,,
378,05/07/10 11:10:00 AM,15.796,45.524,3.31,,,,,,,
379,05/07/10 11:15:00 AM,16.415,31.365,3.31,,,,,,,
380,05/07/10 11:19:57 AM,,,,,,,Logged,,,
381,05/07/10 11:20:00 AM,17.153,34.645,3.47,,,,,,,
382,05/07/10 11:20:03 AM,,,,,,,,Logged,,
383,05/07/10 11:20:32 AM,,,,,,,,,Logged,Logged
